estado,id,oracion
negativo,864,"convencido de que ' el bigdata está sobrevalorado ' y de que , en 2008 y 2012 , ' el que consiguió los votos fue obama y no sus máquinas de procesamiento de datos ' , el candidato republicano prescindió de las tecnologías más refinadas y organizó su campaña en torno a lo llamativo –y , por tanto , convocante– de su propia y excéntrica figura ."
positivo,866,"convertir datos en conocimiento bigdata , data mining e internet_cosas son las herramientas y tecnologías que ayudarán –en un futuro cercano– a encontrar soluciones a problemas cotidianos a partir del análisis de grandes flujos de datos e información ."
positivo,867,"cornejo se reunió con el vicepresidente de ventas de huawei , tony sze quien presentó las tecnologías bigdata enfocadas en la seguridad pública , como un ' sistema de registro facial que detectará delincuentes ' mediante cámaras en la luminaria pública , que también podrían programar para sacar fotomultas a quienes arrojen basura en la calle ."
positivo,868,"cortana analytics está pensado , en palabras de nadella , para ' democratizar el ‘bigdata’ ' y ' ayudará a cualquier negocio a transformar a través del poder de los datos ' ."
positivo,870,cristian chiavassa de car pellegrini y leonardo ayerdi de venado tuerto enfatizaron que la tendencia en maquinaria agrícola - lo vieron en el farm progress show - pasa por el bigdata .
positivo,873,"cuando bigdata es una tecnología para reconocer patrones y buscar asociaciones en el caos de internet , es una herramienta poderosísima ."
positivo,874,"cuando empresas como amazon recomiendan qué libro leer , lo que hay detrás del proceso es ' bigdata ' ."
positivo,875,"cuando esto se analiza en el marco de la publicidad online , bigdata es la clave para poder gestionar los grandes conjuntos de datos que generan los millones de usuarios que ingresan a los sitios de noticias masivos , como es el caso de los diarios online , los sitios de deportes y los de compras ."
positivo,876,"cuando hablamos de bigdata nos referimos a conjuntos de datos o combinaciones de conjuntos de datos cuyo tamaño ( volumen ) , complejidad ( variabilidad ) y velocidad de crecimiento ( velocidad ) dificultan su captura , gestión , procesamiento o análisis mediante tecnologías y herramientas convencionales , tales como bases de datos relacionales y estadísticas convencionales o paquetes de visualización , dentro del tiempo necesario para que sean útiles ."
positivo,879,"cuando lo bajes a una conversación , ya se ve que las frases son más armadas , con preguntas , y no sólo a través de keywords . - donde antes reinaban las encuestas , hoy reina el bigdata ."
positivo,881,"cuando se habla de bigdata , se refiere al conjunto de datos o combinaciones cuyo tamaño , complejidad y velocidad de crecimiento dificultan su captura , gestión , procesamiento y análisis mediante tecnologías y herramientas convencionales ."
positivo,883,"cuatro años después , el bigdata demócrata ha vuelto en su versión más perfecta , a tal punto que fue utilizado por los asesores de clinton para saber a qué ciudades , barrios , manzanas , cuadras y hasta puertas de hogares acudir en busca de potenciales votantes ."
positivo,884,cuccioli destacó la importancia de la utilización de sistemas y herramientas de bigdata para la lucha contra la evasión tributaria .
positivo,887,"cuestión no menor a la luz del aluvión de información asociada a bigdata , del abaratamiento de los costos computacionales y de la ancestral afinidad de la economía con lo cuantitativo ."
negativo,888,cuidado con bigdata .
positivo,891,"cultural salud educativo turismo automotores campo la tapa del día otras ediciones || || martes 16 de octubre del 2018 el tiempo 15 días || portada deportes política policiales info general fiesta de los estudiantes nacionales internacionales servicios sepelios edicione anteriores || litio y bigdata , entre los objetivos privados brindaron un informe positivo de la misión a china a través de un informe presentado al gobernador gerardo morales , se analizaron los avances obtenidos en china con el objetivo de lograr en el futuro que la industria del bigdata y el litio se consoliden como ejes de una política de estado ."
positivo,899,"dadas las nuevas tecnologías y las formas más complejas de llegar a las audiencias , navegar , aprovechar y activar la bigdata es una tarea que requiere conocimientos especializados , esto nos permitirá obtener mejores resultados para nuestros clientes ' ."
positivo,902,darle valor comercial al almacenamiento de datos digitales –el bigdata – se ha transformado en la piedra filosofal del mercadeo .
positivo,903,datos del mckinsey institute indican que las palancas de bigdata pueden mejorar los márgenes operativos de los retailers en más del 60% .
positivo,904,"datos provenientes de la web , de mensajes en redes_sociales , de señales de telefonía móvil , de transacciones , de sensores ubicados en objetos smart ( dispositivos personales , faroles , cestos del mobiliario urbano y hasta edificios inteligentes ) : este cúmulo de información llevó a acuñar la expresión bigdata , que alude a grandes volúmenes de datos y a cómo gestionar y aprovechar ."
positivo,905,"datos y sectores​ la salud es uno de los terrenos más complejos y desafiantes para desplegar estrategias de bigdata debido a las exigencias de privacidad , confidencialidad y seguridad en el tratamiento de la sensible información sobre pacientes ."
positivo,907,"de a poco , el sector agropecuario profundiza su relación con los avances tecnológicos y de grandes bases de datos ( bigdata ) para obtener soluciones y aplicaciones que los productores tienen disponibles a un click de su alcance ."
negativo,908,"de acuerdo al mismo informe , los ejecutivos consultados señalaron que los mayores desafíos para avanzar con esta tecnología se vinculan con la seguridad ( 51% ) , presupuesto ( 47% ) , falta de talento para implementar este tipo de servicio ( 41% ) , ejecutar bigdata y análisis continuo ( 37% ) e integración con los sistemas existentes ( 35% ) ."
positivo,909,"de acuerdo con datos publicados por la revista forbes basados en un reporte de wanted analytics , la mitad de los profesionales con experiencia en bigdata gana más de 124 mil dólares por año ."
positivo,910,"de acuerdo con el relevamiento de frost&sullivan , las tecnologías con mayor impacto en la generación de ingresos son , para los ejecutivos encuestados , los sistemas orientados a mejorar la experiencia del cliente ( 33% de las respuestas ) , las soluciones de comunicaciones unificadas y colaboración ( 28% ) , y el data center , bigdata e iot ( 23% cada una ) ."
positivo,911,"de acuerdo con la agencia de medición de mercados statista , el mercado del bigdata global en 2011 representó 7 . 600 millones de dólares ; para 2016 , la cifra casi se multiplicó por cuatro , para alcanzar los 27 . 300 millones de dólares ."
positivo,913,"de acuerdo con suárez , ' hay muchos emprendedores que agregan valor con soluciones de bigdata , inteligencia_artificial y iot aplicado a las industrias , y mucho espacio para desarrollos en educación y salud ' ."
positivo,916,"de cara al futuro , adelantó la posibilidad de instalar fibra óptica en la red de agua , como sucede en algunas ciudades del mundo , para ' crear una red de comunicación que permite a la ciudad ser más inteligente y a la empresa usar bigdata e internet_cosas , que se refleja en mayor efectividad ' ."
positivo,922,"de esta manera , bigdata comienza como una solución para el área de marketing , que requiere esta tecnología para contar con una evaluación efectiva de gustos , hábitos de consumo , actividades , sensaciones y otros comportamientos de sus clientes ."
positivo,923,"de esta manera , el almacenamiento , la gestión y el uso del bigdata contribuyen al crecimiento de la industria de los viajes y ofrecen variadas informaciones sobre la infraestructura en tanto oferta aérea , conectividad interna , atracciones principales , alojamiento y hospitalidad , entre muchos otros aspectos relevantes de los diferentes destinos . eplad4m ( ' box1 ' ) ; amadeus es proveedor de referencia de soluciones tecnológicas avanzadas para la industria global de los viajes ."
negativo,924,"de esta manera , el uso del bigdata muchas veces señalado como una amenaza a la vida privada tiene un aspecto social que va más allá de la recomendación de qué comprar a partir de lo que se buscó previamente en un buscador ."
positivo,926,"de hecho , dice luehr , el análisis de bigdata se ha convertido en la materia prima de muchos litigios ."
positivo,927,"de hecho , el uso del bigdata es un elemento central en los 17 objetivos para el desarrollo sostenible ( sdg ) de naciones unidas : los datos —y las conclusiones a las que podemos llegar gracias a su análisis— son y serán un elemento clave para ayudar a abordar los grandes retos a los que nos enfrentamos como especie ."
negativo,928,"de hecho , en 2014 , la casa blanca publicó el informe bigdata : capturando oportunidades , preservando valores , que ­subraya la discriminación potencial que pueden contener los datos e identifica ciertos riesgos con relación al uso de datos personales para tomar decisiones sobre el crédito , la salud o el empleo de las personas ."
positivo,930,"de hecho , plataformas de streaming cinematográfico como netflix empiezan a diseñar sus series de éxito como house of cards rastreando en el bigdata que generan todos los movimientos de sus usuarios para analizar lo que los satisface ."
positivo,935,"de la mano de la inteligencia_artificial y del bigdata aplicados a los negocios , la tecnológica cordobesa dicsys busca nuevos mercados ."
positivo,936,"de la nba , los houston rockets fueron pioneros al encontrar que tenían el mejor porcentaje de tiros de 2 puntos ' lejanos ' y luego aplicar entrenamientos a medida para lograr convertir en el mejor equipo en cuanto a efectividad de tiros de 3 puntos ( corrigiendo centímetros en cada posesión de ataque ) y los philadelphia 76ers desarrollaron el concepto ' trust the process ' ( cree en el proceso ) basando la conformación de un nuevo plantel en las estadísticas y bigdata de jugadores universitarios ' , comenta a tn . com . ar - ¿ en cuánto puede ayudar bigdata en el fútbol ? - ' hoy en día , gracias a los avances tecnológicos , podemos desarrollar modelos predictivos que nos indican hacia dónde se va a tirar un arquero en un penal , qué jugador tiene menos riesgo de lesionar , qué equipos son los que mayor distancia recorren , cuáles tienen mejores jugadores para defender el juego aéreo , qué tipo de pegada en un delantero es la que mayor cantidad de goles ha generado y muchas variables más que permiten a los entrenadores y directivos que lo aprovechan , planificar con muchas más herramientas en búsqueda de conseguir mejor rendimiento y aprovechar todo tipo de oportunidades ' ."
negativo,937,de lo contrario todos le tendremos mucho miedo a bigdata y se anularán las enormes posibilidades positivas que prometen .
positivo,938,"de lo que viene a futuro , se mencionó bigdata , la automatización del flujo de datos , la mayor adopción de telemetría e internet_cosas , y la mayor penetración de sistemas de control a tiempo real y los sistemas expertos para acelerar la toma de decisiones ."
positivo,939,de los datos resultantes de cada escucha ( ' bigdata ' ) se desprende un mejor conocimiento de ' qué le gusta a la gente ' .
positivo,940,"de ocurrir esto , telefónica lanzarí­a su nuevo servicio de televisión integrado con aura en un esquema similar al que desde hoy se activó en españa . eplad4m ( ' epl_espacio_notas_banner_740x400_4 ' ) ; te puede interesarempresas argentinas invertirán u$s700 millones en biotecnologí­a para la salud y alimentos presentaciones en evoluciónla puesta en marcha de aura , que fue presentada oficialmente en la edición del año pasado del mwc en barcelona , estuvo a cargo del ceo de telefónica , josé marí­a alvarez - pallete , quien destacó la transformación en que se embarcó la corporación para activar un servicio basado en herramientas de bigdata e inteligencia_artificial ."
negativo,943,de su libro psicopolítica es que forster toma la idea de que la bigdata permite ' nuevas formas de subjetivación ligadas a las servidumbre voluntaria ' porque ' las extremas velocidades con que circula la información imposibilitan al sujeto capturarla racional y sensitivamente ' : ' la velocidad informativa y la falta de referencialidad de los signos en el interior de una tenaza semiológica capaz de transformar lo virtual y la mentira en el centro de lo verosímil y de lo socialmente aceptado ' .
positivo,945,"de todas formas , el especialista señala que ' no todo es ahorro de dinero ' ya que , ' gracias al uso de la tecnología bigdata , podemos ganar tiempo y ayudar al medio ambiente ' ."
positivo,947,"debemos anticipar para llegar de forma oportuna , pertinente y adecuada , a cada consumidor . bigdata e inteligencia_artificial son recursos que nos permiten –y nos obligan– a generar una oferta lo más adecuada posible para cada quien ."
positivo,948,"del lado tecnológico , la dx tiene que ver con la adopción de ciertas tecnologías como movilidad , bigdata , internet de las cosas ( iot ) o impresión 3d , por mencionar solo algunas , mientras que desde el punto de vista laboral está relacionado con tomar decisiones sobre la base de los datos , trabajar en un entorno colaborativo , interdisciplinario y diverso , sobre la base de ciertas metodologías como las llamadas ágiles , que permiten llegar al mercado con soluciones más acordes a lo que necesita el cliente y disminuir los niveles de incertidumbres y los errores ."
positivo,950,"dentro de 30 días , la administración federal de ingresos públicos ( afip ) utilizará tecnología de ' bigdata ' para lanzar oficialmente el sistema de capacidad económico financiera ( cef ) , con el cual busca ajustar los controles y tener un perfil electrónico de cada persona y empresa inscriptos ."
positivo,951,"dentro de cualquier plantel , el analista de bigdata se convirtió en una figura privilegiada ."
positivo,953,"dentro de los desafíos que plantea la agricultura del futuro , el uso de bigdata , internet de las cosas e inteligencia artificial , recobran significancia ."
positivo,954,"dentro de microsoft , bigdata se utiliza para analizar el uso de sus productos , conocer los patrones de navegación de los sitios web , y , en el caso de equipos como microsoft x - box , conocer patrones de juego para mejorar el envío de sugerencias a los clientes ."
positivo,959,"desarrollo de videojuegos , licenciatura en diseño y animación , licenciatura en bioinformática y una diplomatura en bigdata –brindada por la ucc–pintan el abanico de las nuevas propuestas académicas ."
positivo,961,"desde 2014 , adoptó una solución de bigdata para la información transaccional , proveniente de fuentes como los propios usuarios del sitio , transacciones pasadas , pedidos de información , encuestas , redes_sociales y hasta información que se pueda deducir de comportamientos similares de otros usuarios ."
positivo,962,"desde aplicaciones móviles y videojuegos , hasta inteligencia_artificial , bigdata , interfaces hombre - máquina y procesamiento de señales biológicas , las nuevas tecnologías se están usando para desarrollar dispositivos médicos ."
positivo,963,"desde ayer integran un consejo consultivo de innovación aplicada , que colaborará con las iniciativas que lleva adelante el ministerio de modernización de la ciudad , desde las aplicaciones del gobierno porteño para el celular hasta proyectos de bigdata para obtener información sobre potenciales turistas ."
positivo,964,"desde cómo contribuir con innovación para crear una alternativa al zoológico actual hasta cómo duplicar la cantidad de puntos gratuitos de wifi , pasando por un proyecto de bigdata para atraer turismo ."
positivo,965,"desde curar enfermedades a preservar recursos valiosos tales como el agua y la energía , el bigdata puede ser la herramienta que necesitamos para hacer frente a muchos de los problemas más urgentes de nuestro tiempo ' ."
positivo,967,"desde el instituto karolinska de estocolmo , una institución universitaria médica sueca que es la encargada de elegir a los premios nobel de medicina , se insiste en cómo el ' bigdata ' puede ayudar a reducir la ignorancia en el mundo ."
positivo,971,"desde méxico , gabriel saucedo torres , vicepresidente de operaciones y dirección general del club atlas , le explica a el gráfico por qué apuestan al bigdata : ' estamos convencidos de que , como en muchos aspectos , la información hoy en día es de suma importancia para la toma de decisiones ."
positivo,973,"desde paraguay , juan pane , coincide en que abrir datos porque sí no conduce a nada , pero que el bigdata puede ayudar a salvar vidas ."
positivo,974,"desde su oficina en fort lauderdale , por correo electrónico , comentó a la nacion que ' siempre que se habla de bigdata se lo relaciona con temas triviales como que se puede predecir cuándo una persona está embarazada , incluso antes de que ella lo sepa ( caso facebook ) ."
positivo,975,"design thinking , bigdata y analytics aparecen como algunas de las soluciones tecnológicas más innovadoras para mejorar los procesos ."
positivo,978,"destéfanis señaló una rémora del anterior modelo mecanicista de una empresa : ' estamos acostumbrados a análisis históricos ' , mientras que el bigdata habilita a ' medir el futuro ' y establecer ' modelos predictivos ' ."
negativo,981,"di salvo explicó que el sistema ' bigdata significa una gran explosión en la cantidad de datos que se tratan continuamente , pero todos esos datos son inservibles si no se les puede sacar el provecho para obtener conclusiones que se puedan volcar nuevamente al negocio ' ."
negativo,982,"diccionario de terminología digital bigdata cantidades de datos tan grandes que no pueden ser procesados o analizados mediante procesos o herramientas tradicionales troll cuenta de twitter cuyo único objetivo es generar polémica , provocar ."
positivo,983,"dietrich participó de una mesa redonda con ministros de transporte de todo el mundo en el foro que se desarrolla en leipzig , alemania , encuentro que tuvo por tema central el aporte que hace a la movilidad la gestión de bigdata ( sistemas para compartir , visualizar y analizar grandes conjuntos de datos ) , un modelo de avanzada que conducirá en el futuro a ciudades más inteligentes ."
negativo,984,"difícilmente el jujeño promedio tome conciencia por estos días que el bigdata podría dejar atrás al tabaco , el azúcar y la minería como fuentes agotadas de riqueza en el sector privado , vestigios de una economía pensada hace un siglo que nunca se reinventó ."
negativo,985,dijo que la industria bigdata obliga a la modernización .
positivo,990,"dos artículos suyos , entre mediados del año pasado y hoy , incitaron a otros a retomar sus planteos o replicar : en el primero , analizaba las limitaciones de la política algorítmica , como llama a la estrategia de cambiemos de apelar permanentemente al focus - group y al bigdata para alimentar su comunicación segmentada ."
positivo,3398,"también se hará especial hincapié en el bigdata , y sobre el particular , piscitelli señaló que este panel será particularmente interesante , ya que agustín giménez de social live , hablará de cómo usar los datos procesados que hoy se encuentran a disposición en internet para tomar mejores decisiones y de cuál es la utilidad del bigdata dentro de las redes_sociales ."
positivo,3399,también se incluye en la definición de bigdata a los procedimientos que se utilizan para encontrar patrones repetitivos en los datos de las millones de personas que utilizan cotidianamente estas tecnologías .
positivo,3402,"también se promoverá el intercambio de experiencia y conocimiento con los estados provinciales y municipales , pymes y emprendedores para el aprovechamiento del bigdata ."
positivo,3403,también se promoverá el uso de bigdata en seguridad pública y en la lucha contra el delito .
positivo,3404,"también señalan que en el ambiente industrial hay nuevas necesidades que se suman a las tradicionales , como por ejemplo el técnico certificado en bigdata ( manejo de grandes volúmenes de datos ) o en inteligencia_artificial , o en el uso poco convencional de impresoras 3d ."
positivo,3405,"también tenemos que mejorar mucho con el uso de bigdata , que nos permite conocer a nuestros clientes y sus intereses para poder captar ."
positivo,3406,"también tenemos un departamento de sociólogos , que nos están analizando todo el tiempo analytics ; es fundamental entender a la audiencia , porque es muy volátil ' . - ‑ ¿ la incorporación de sociólogos la tenías prevista ? - ‑nos dimos cuenta de que teníamos una bigdata demasiado grande y muy desaprovechada , entonces le pregunté a ( adrián ) paenza , hace cinco años atrás , qué disciplina había que podía tomar buenas lecturas de mucha data , y él me orientó hacia la sociología ."
negativo,3408,tampoco se propone adherir acríticamente a los beneficios del bigdata sin prestar atención a las consecuencias que podría implicar su uso indebido .
negativo,3409,"tan escurridizo como pie grande , tan adictivo como un big mac , tan siniestro como gran hermano : el atractivo de bigdata es la carnada perfecta para los expertos hambrientos de ganancias que buscan nuevas oportunidades comerciales ."
positivo,3410,"tanto bigdata , cloud y mobile continuarán creciendo , al estar relacionadas entre ellas y potenciarse ."
positivo,3411,"tanto en el mundo como en argentina , la aplicación de bigdata a la estrategia de talento está algo más extendida , y fue mencionada por más del 40% de los reclutadores ( la ia quedó unos diez puntos abajo ) solo un 18% de las empresas a nivel mundial están utilizando una estrategia ' data driven ' para encontrar , retener y desarrollar al personal , y el 8% aplica tecnologí­as inteligentes ."
negativo,3412,"tanto esta empresa como las restantes dedicadas a bigdata quedaron bajo sospecha , luego del escándalo de cambridge analytica , que había robado información de 50 millones de usuarios de facebook ."
positivo,3414,"te puede interesar : morales viaja en comitiva nuevamente a china antes de fin de mes por cauchari morales afirmó que tras el viaje la provincia se encuentra en condiciones de desarrollar el bigdata en jujuy dado el convenio establecido con el vicegobernadore de guizhou , lugar donde se desarrolla el 80% de la bigdata de asia ."
positivo,3415,te puede interesar : morales y el ministro andrés ibarra cerraron el encuentro de modernización la articulación del sector público con el privado es un elemento fundamental en la puesta en marcha del bigdata en la provincia .
positivo,3419,"tecnicos de bigdata dentro de lo que es informática , taranto señala que entre los profesionales cada vez más demandados figuran los técnicos o ingenieros de bigdata ."
positivo,3420,"tecnología | bigdata es suelo fértil para nuevos modelos de negocio la gran cantidad de datos , estructurados y no estructurados , que acumula una compañía o un organismo puede generar ventajas competitivas si se logra transformar en información útil para la toma de decisiones ."
positivo,3430,"tecnologías como el uso de bigdata , internet , sensores y robots han permitido una manufactura más eficiente ."
positivo,3431,"tecnologías como la inteligencia_artificial y la realidad virtual , junto a bigdata , ofrecen condiciones óptimas para una cuarta revolución industrial ."
positivo,3433,"telefónica de argentina apretó a fondo el acelerador en el desarrollo de la tecnología 4g y el martes pasado presentó en su tic forum 2015 realizado en buenos aires distintas alternativas de soluciones para el mundo corporativo , incluyendo una nueva plataforma para la seguridad de datos y otras opciones abiertas a partir de la explosión de información que implica el manejo de bigdata ."
positivo,3434,"telefónica dispone de un sistema denominado bigdata que permite , mediante el desplazamiento de los usuarios de celulares dentro del ejido urbano , determinar puntos conflictivos , horarios de mayor movimiento y espacios de mayor circulación ."
positivo,3435,telefónica fue de las primeras corporaciones en tomar muy en serio la aplicación del bigdata .
positivo,3436,"telefónica lanzó su nueva unidad de servicios de bigdata , denominada ' luca ' , con la que ayudará a sus clientes corporativos a entender los datos recogidos , extraer su mayor valor posible y tratar de manera transparente y responsable , explicó la compañía de telecomunicaciones en un comunicado ."
positivo,3437,"telefónica presentará en argentina luca , su nueva unidad de servicios bigdata , en el marco del simposio argentino - español de turismo ."
positivo,3438,"telefónica puso en marcha en españa un plan estratégico , bautizado como ' bigdata : conceptos y estrategia en telefónica españa '  , destinado a dar formación en este ámbito al conjunto de su plantilla ."
positivo,3439,telefónica y huawei anunciaron un acuerdo para lanzar un paquete de productos de bigdata orientados a empresas que desean desarrollar tanto casos de uso internos como vender aplicaciones de datos a sus clientes .
positivo,3444,"tenemos que apropiar de la bigdata , compañeros ."
positivo,3445,"tenemos que recuperar esa competitividad y para eso es necesario el cambio tecnológico , debemos incorporar tecnología siglo 21 : todo lo que tiene que ver con automatización de campos , bigdata para decisiones online… ahí es donde apunta la eficiencia ."
positivo,3447,"teniendo en cuenta que una de las misiones principales de la fundación sadosky es asesorar al gobierno nacional , los gobiernos provinciales y locales y al sector privado para el desarrollo de estrategias ligadas a la investigación y desarrollo de las áreas relacionadas con tic , se decidió iniciar una colaboración en el área estratégica de ' bigdata ' , en la que la fundación sadosky lleva adelante el programa ciencia de los datos y el banco hipotecario el proyecto ' desarrollo de bigdata ' ."
positivo,3451,"termino que refiere a que la naturaleza ruidosa y espontánea de los datos de bigdata contrasta con la de los datos burocráticos , contables o de encuestas tradicionales , usualmente sujetos a puntillosos ejercicios de validación ."
negativo,3453,"tienen bigdata sobre los hábitos de consumo de sus amplias clientelas , pero no están sujetos a obligaciones públicas , no divulgan cantidad de abonados o suscriptores , no muestran auditorías de terceros ."
negativo,3456,"toda la información que la gente hace pública ' es importante y puede ser utilizada por otras personas ' , afirmó la especialista en bigdata laura lanzarini , y analizó que el nuevo escándalo protagonizado por facebook y una consultora británica por el ' uso indebido ' de datos personales puede contribuir a que la gente ' tome conciencia ' de esto ."
positivo,3457,"toda la información que se colecta puede ser utilizada para tener un historial que pueda ayudar al trabajo de los guardias . bigdata para predecir el futuro de la seguridad va a ser la próxima ola en la industria , ya estamos trabajando en eso ."
negativo,3458,"todas estas ' profesiones ' , serán rápida y convenientemente reemplazadas por la automatización . - las oportunidades : sin embargo , la ola de automatización está creando numerosas oportunidades en las áreas de nuevos negocios , creatividad , ciencia , tecnología y matemática . - la idea de automatización implica que habrá mucha demanda en el sector de la tecnología de la información : analistas de seguridad de la información , analistas de bigdata , especialistas en inteligencia_artificial , desarrolladores , administradores de bases de datos , analistas de inteligencia comercial y diseñadores online . - con viento a favor : las profesiones ' tradicionales ' que seguirán teniendo un lugar en el futuro inmediato y ' no pasarán de moda ' - por ahora - , son : ingenieros , abogados ( particularmente los de litigios comerciales , project managers , psicólogos , servicios de salud , maestros , y empresas de construcción . - múltiples opciones : la clave de poner al frente de la innovación es volver parte de ella ."
positivo,3459,"todas estas nuevas fuentes de información en las ciudades , incluso en las de nuestro país , forma grandes volúmenes de datos , con amplia cobertura espacial , detalle y en tiempo real ( o bigdata ) ."
positivo,3460,todas las recorridas del presidente fueron analizadas a partir del entrecruzamiento de los resultados de las paso y datos censales ( conocido como bigdata ) para elegir los distritos en los que hay mayores chances de crecer .
positivo,3465,"todo ello requiere algoritmos que facilitan la aplicabilidad de la ' bigdata ' , de analítica avanzada , al tiempo que acercan el horizonte de la investigación científica que , mediante nuevos desarrollos , pueden modificar de modo irreversible la actividad del sector ."
positivo,3466,todo esa información denominada bigdata debe ser analizada y las empresas confían en que el análisis del gran flujo de información sirve para mantener competitivo y mejorar el rendimiento del negocio digital .
negativo,3467,"todo eso puede ser analizado por litigantes hostiles , reguladores o hackers usando las mismas técnicas de bigdata que emplean los magos del mercadeo ."
positivo,3468,"todo eso se logra teniendo datos que vienen desde la tierra al bigdata –repositorios que capturan y administran una cantidad tal de datos que superan la capacidad de cualquier software - , donde se procesan y vuelven al productor para que tenga la información necesaria y pueda tomar mejores decisiones ' ."
positivo,3469,"todo está en la red , hay que saber buscar y mediante lo que se conoce como ‘bigdata’ , el procesamiento de grandes volúmenes de datos a través de algoritmos que permite reconocer cosas como la afinidad de los usuarios de las redes_sociales con los candidatos de las elecciones , está cada vez más cerca el momento de predecir los resultados de un comicio con mayor precisión que las encuestas , según afirma un especialista en métricas digitales ."
negativo,3470,"todo esto , sin contar con las noticias falsas , los mensajes emocionales , la manipulación digital de conducta y los bigdata , con sus millones de dobles del consumidor , del peligroso y también del votante ."
positivo,3471,"todo esto es posible , además , gracias al avance de tecnologías como mobile , la nube y bigdata , que permite estudiar grandes volúmenes de información para extraer conclusiones ."
positivo,3472,"todo esto implica , como es fácil entender , que junto con estos bigdata ha emergido también una fabulosa capacidad de conocer de manera ajustada a la población se nos conoce , en efecto , con un nivel de detalle que la demografía tradicional jamás imaginó alcanzar ."
positivo,3477,"todos en nuestro país , oficialistas y opositores , reconocen que la bigdata es la herramienta que en pleno siglo 21 te puede hacer ganar una elección ."
positivo,3479,todos los enfoques relacionados con ' bigdata ' dan cuenta de iniciativas que crean brillantes oportunidades para el mundo de los negocios y para la gente de it .
negativo,3480,todos los especialistas coinciden en que no hay que olvidar que invertir en bigdata no tendrá un retorno si no hay una empatía humana detrás hacia los consumidores y una visión creativa para comunicar .
positivo,3482,todos los oradores coincidieron en el crecimiento del bigdata en los últimos años .
negativo,3487,"tras el escándalo internacional por la la filtración de información de 50 millones de usuarios de para generar una base de datos de la población facebook , el gobierno de mauricio macri creó una unidad especial para la obtención de ' bigdata ' ."
positivo,3488,"tras mencionar a la agricultura digital , la biorobótica , la nanotecnología , o la bigdata como ' disrupciones que vienen y para las que tenemos que estar preparados ' , dijo que cada vez será más necesario ' contar con herramientas para la acción , escuchar más y repreguntar si lo que venimos haciendo es correcto ' ."
positivo,3489,"tras su estreno , se discutió extensamente el uso que netflix hace de la bigdata que obtiene de sus millones de usuarios , y que utiliza para crear series destinadas a ser éxitos inmediatos ( el otro caso paradigmático es house of cards ) ."
positivo,3490,tratando la importancia de la data procesada en la toma de decisiones y la utilidad del bigdata .
positivo,3491,"trump asume un riesgo : mientras él sigue inmerso en la campaña tradicional , hillary clinton espera que el bigdata sea el arma más eficaz para destrozar el sueño presidencial del multimillonario ."
positivo,3492,tuberías que envían datosel estudio demuestra que el 92% de los ejecutivos de compañías que están aplicando bigdata a sus negocios está satisfecho con los resultados .
negativo,3494,uassouf es crítico del concepto de bigdata .
positivo,3495,"uber dijo que espera que el equipo de marcus pueda aprovechar todo el bigdata que generan sus miles de trayectos diarios en todo el mundo , con el fin de que los coches autónomos piensen con más claridad y tomen mejores decisiones en sus viajes ."
positivo,3496,un acuerdo entre amazon ( uno de los grandes del bigdata ) y el gigante de la banca suiza ubs permitirá que un bot asesore a clientes cuando consulten sobre lo más conveniente para el inversor .
positivo,3497,un buen análisis del bigdata con la información de deportistas que realizan el mismo esfuerzo y evaluando desgastes físicos serviría para adaptar la preparación física y evitar males mayores .
positivo,3498,"un club del ascenso , atlas , funciona como laboratorio de las nuevas tecnologías aplicadas al deporte en nuestro país : por bigdata se conoce al procesamiento tecnológico de millones de datos en tiempo real ."
positivo,3499,"un componente central del proyecto ( con recursos por u$s 48 , 8 millones ) tiene como objetivo financiar el fortalecimiento de los sistemas de información del organismo , para lo cual se aplicarán nuevas tecnologías ( minería de datos , analytics , bigdata ) ."
positivo,3500,"un componente central del proyecto ( con recursos por us$ 48 , 8 millones ) tiene como objetivo financiar el fortalecimiento de los sistemas de información del organismo , para lo cual se aplicarán nuevas tecnologías ( minería de datos , analytics , bigdata ) ."
positivo,3501,"un descubrimiento clave en bigdata puede impactar en el balance de una compañía en decenas o cientos de millones de dólares ' , explica rinesi , quien , sin embargo , no se hace demasiadas ilusiones sobre el futuro de su trabajo ."
positivo,3502,un ejemplo claro de innovación en cuanto a la aplicación de bigdata en el área de recursos humanos : el caso natura .
positivo,3503,"un ejemplo de la fórmula 1iprofesional observó un caso de aplicación del bigdata este mes en la ciudad italiana de milán , donde el equipo automovilístico lotus de la fórmula 1 explicó cómo lo aplica en sus competencias ."
positivo,3504,"un ejemplo de las novedades en línea con la ampliación de la oferta de bigdata es el servicio smart steps , que la compañía puso a disposición de sus clientes corporativos , y consiste en una solución que analiza los movimientos geográficos de los celulares de la compañía , dato que se cruza con la participación de mercado de la empresa por zona , para dar información acerca del trayecto o concentración de personas en un lugar y momento determinado para que las compañías tomen decisiones sobre , por ejemplo , dónde publicitar ."
positivo,3506,un ejemplo de uso de bigdata en tiempo real es la fórmula 1 .
positivo,3507,"un enfoque integral del bigdata permite a las compañías tener una visión global del cliente , lo que resulta en una mejora de los beneficios gracias a la integración del conocimiento obtenido de las interacciones con los clientes ."
positivo,3508,"un especialista en bigdata debe saber expresar y exponer cómo ha identificado el problema de negocio y proponer soluciones , así como preparar informes explicativos que sean confiables y entendibles para los directivos de la compañía ."
