doc_id,oracion,estado
2956,"pero de la sociedad de debord hemos pasado , sobre todo , a un mundo de bigdata , supervisado por google y facebook , auténticos big brothers , que él no supo imaginar .",negativo
1646,"en todo caso , aún resta determinar si lo que hizo cambridge en argentina es ilegal , puesto que el uso de bigdata , como el de perfilar usuarios y predecir sus comportamientos no es necesariamente ilegal .",negativo
81,' en el universo del bigdata hay también lo que podríamos llamar ricos y pobres de datos .,negativo
451,"además , el acceso indiscriminado a datos personales podría crear también problemas serios a víctimas de violencia o de conflictos , lo que exige garantizar un uso adecuado de todo este potencial del ' bigdata ' , añadió .",negativo
1080,"el bigdata , la dominación de los gigantes tecnológicos , la inteligencia_artificial… todo ello en una novela que explora estos temas en el momento más oportuno : en pleno escándalo con cambridge analytica .",negativo
132,"' hoy nos enteramos que se firmó un dnu , un decreto , donde el presidente le transfiere a la jefatura de gabinete todo el manejo tecnológico de todos los datos , de toda la bigdata ' , afirmó cfk .",negativo
1255,"el inminente avance de las denominadas tecnologías de la información y la comunicación , la inteligencia artificial , robótica y el bigdata resucitan en los trabajadores estos temores .",negativo
3480,todos los especialistas coinciden en que no hay que olvidar que invertir en bigdata no tendrá un retorno si no hay una empatía humana detrás hacia los consumidores y una visión creativa para comunicar .,negativo
1272,"el mundo de los bigdata parece amenazar nuestra autodeterminación informativa y nuestra privacidad o , al menos , nos obliga a pensar y defender lo privado de una manera diferente de como solíamos hacerlo .",negativo
3268,"siempre se habla del duranbarbismo , pero eso también es conocer bien el perfil de los electores en base al bigdata .",negativo
